Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1992,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,580,
SURVEY,1992,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1992,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,335,
SURVEY,1992,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,250,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,555,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,460,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,360,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,575,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,550,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,540,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,LINCOLN,43,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,450,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,SPOKANE,63,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,380,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,305,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,540,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,400,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1991,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,525,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,380,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,455,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,305,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,355,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,530,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,535,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,525,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,LINCOLN,43,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,480,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,345,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,530,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,325,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1990,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,290,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,575,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,560,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,555,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,545,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,LINCOLN,43,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,490,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,450,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,580,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,340,
SURVEY,1989,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,610,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,390,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,570,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,555,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,550,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,400,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,325,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,570,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,360,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,385,
SURVEY,1988,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,565,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,420,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,460,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,318,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,560,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,555,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,553,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,450,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,333,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,555,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,GRAYS HARBOR,27,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,290,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,345,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SNOHOMISH,61,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,400,
SURVEY,1987,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,311,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,530,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,380,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,490,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,535,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,530,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,450,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,SPOKANE,63,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,550,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,330,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,GRAYS HARBOR,27,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,250,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,PIERCE,53,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,360,
SURVEY,1986,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,520,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,280,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,375,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,520,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,525,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,525,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,505,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,SPOKANE,63,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,NORTHEAST,30,STEVENS,65,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,500,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,GRAYS HARBOR,27,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,OTHER (COMBINED) COUNTIES,,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,430,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,PIERCE,53,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320,
SURVEY,1985,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,260,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,495,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,395,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,KLICKITAT,39,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,240,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,OKANOGAN,47,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,350,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,380,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,515,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,515,
SURVEY,1984,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,510,
